original_text,text,pcl_label,par_id,art_id,topic,country,similarity,is_augmented
A mentally disabled woman has been allegedly raped in a standing bus by its driver in Bhuapur upazila of Tangail .,A mentally disabled woman was allegedly raped by her driver in Bhuapur Upazila by Tangail in a standing bus.,0,3644,@@30077481,disabled,bd,0.9488909,True
"Dhaka , Aug 14 ( UNB ) -- The Executive Committee of the National Economic ( Ecnec ) on Tuesday approved ' Improvement of Livelihood of Marginal Communities Programme ' at an estimated cost of Tk 826.12 crore , aiming to provide housing facility to some 20,000 ultra-poor families in 11 city corporations and 25 municipalities .","Dhaka, August 14 (unb) -The Executive Committee The National Economic (ECNEC) approved the improvement of the livelihood of the border municipalities at an estimated cost of TK 826.12 Crore on Tuesday to provide around 20,000 ultra-number-rich families in 11 city companies and 25 municipalities.",0,3362,@@26095870,poor-families,bd,0.9033671,True
""" It is important to note that the Council still consider these individuals as homeless and in all cases are planning their ultimate accommodation to be delivered through HAP ( Housing Assistance Payment ) , "" he said .","""It is important to note that the council is still considered to be homeless and in all cases plans its final accommodation via HAP (payment assistance payment),"" he said.",0,4572,@@24462043,homeless,ie,0.9097356,True
He reportedly told the law enforcers during interrogation that he had been using the local Jamaat network to recruit members for Allahr Dol . They had been paying regular visits to the poor families and trying to convince them about Allahr Dol 's activities .,"According to reports, he informed the law enforcement authorities during the interrogation that he had used the local Jamaat network to recruit members for Allahr DOL. They had regularly visited the poor families and tried to convince them of Allahr Dol's activities.",0,2900,@@4706476,poor-families,bd,0.9588575,True
"Anjung Singgah works with the National Anti-Drug Agency , the Health Ministry and the Labour Dept among other agencies to provide holistic support for the homeless . There are currently three such centres -- one each in Kuala Lumpur , Johor and Kuching , with one in Penang due to open very soon .","Anjung Singgah works among other authorities with the National Anti-drug agency, the Ministry of Health and the Labor Department to support homeless people holistically. There are currently three such centers - one each in Kuala Lumpur, Johor and Kuching, with one in Penang open very soon.",0,3877,@@4634331,homeless,my,0.9854266,True
New Mexico State women 's golf 2nd Hobble Creek Fall Classic .,Golf of the New Mexico State Women 2. Hobble Creek Fall Classic.,0,397,@@20498303,women,gb,0.9513462,True
"The winner of the Miss Handicap Cameroon 2018 beauty pageant for disabled Laura Tchokotcheu ( L ) , who lost an arm in an accident with a corn grinder machine when she was 11 , stands next to Getheme Lokou ( C ) , winner of the Miss Handicap Ivory Coast 2018 beauty pageant for disabled on May 24 , 2018 in Abidjan during the beauty pageant aiming at changing mentalities on disablity in Africa . PHOTO SIA KAMBOU AFP <h> In Summary","The winner of the abuse of 2018 Beauty Pageant for disabled Laura Tchokotcheu (L), who lost an arm in an accident with an accident at the age of 11, is next to Gesheem Lokou (C), winner of the Miss Handicap Ivory Coast 2018. Photo sia kambou afp <h> in summarizing",0,6769,@@24884494,disabled,ke,0.905023,True
"In May 2015 , 1,158 illegal immigrants , including Rohingya , were dumped by human traffickers on the shores of Langkawi .","In May 2015, 1,158 illegal immigrants, including Rohingya, were unloaded by human dealers on the banks of Langkawi.",0,1055,@@20408141,immigrant,my,0.8655516,True
Feversham College students help the homeless,Feversham College students help the homeless,0,7156,@@4198971,homeless,gb,1.0,True
Fanja go into the game off the back of a 3-2 defeat against Salala in the Oman league and the Muscat-based club are in need of a win after losing their opening match 1-0 against Syria 's Al Jaish .,"In the Oman League, Fanja will play a 3-2 defeat against Salala and the club based in Muscat need a victory after they have lost their opening game against Syria's Al Jaish.",0,7507,@@7585620,in-need,gh,0.9178306,True
"Many of the immigrants coming into the United States are poor families from crime ridden countries like El Salvador , Guatemala and Honduras . They often seek asylum citing the daily violence in their home countries .","Many of the immigrants who come to the United States are poor families from criminal countries such as El Salvador, Guatemala and Honduras. They often look for asylum, quotes daily violence in their home countries.",0,5928,@@24980739,poor-families,gb,0.97947806,True
"MARAWI CITY , Lanao del Sur , August 2 ( PIA ) --The Autonomous Region in Muslim Mindanao ( ARMM ) is donating all the proceeds from the region 's food festival to the victims of the latest fire incident in Jolo , Sulu that left about 30,000 residents homeless .","Marawi City, Lanao del Sur, August 2 (Pia) -The autonomous region in the Muslim Mindanao (Armm) donated all revenue from the region's food festival to the victims of the recent fire incident in Jolo, Sulu, who left around 30,000 inhabitants.",0,6047,@@26001659,homeless,ph,0.97072446,True
"They were outclassed yesterday , hapless amid an onslaught by their hungry opponents but , even in hopeless defeat , the Singapore Slingers vowed to come back stronger and win this year 's Asean Basketball League ( ABL ) title .","They were outclassed yesterday , hapless amid an onslaught by their hungry opponents but , even in hopeless defeat , the Singapore Slingers vowed to come back stronger and win this year 's Asean Basketball League ( ABL ) title .",0,2634,@@14542372,hopeless,sg,0.7130574,False
The International Monetary Fund in March said that Sri Lanka 's economy remained vulnerable to adverse shocks due to its large public debt and low external buffers . The government must repay an estimated Rs.1.97 trillion in 2018 - a record -- including US $ 2.9 billion of foreign loans and a total of US $ 5.36 billion in interest .,"The International Monetary Fund said in March that Sri Lanka's economy was susceptible to unwanted shocks due to its large public debts and low external buffers. In 2018, the government must repay an estimated 1.97 trillion rupees - a record - including foreign loans of 2.9 billion US dollars and interest of 5.36 billion dollars.",0,953,@@24120079,vulnerable,lk,0.97667974,True
"It promises to be a colourful and celebratory few weeks for Police as women and men make their way the length of New Zealand in various forms of transport , involving the community in many different ways .","It promises to be colorful and solemn weeks for the police, since women and men include the length of New Zealand in various means of transport in many different ways.",0,3004,@@8186392,women,nz,0.8951858,True
"Proactively responding to problems faced by the people is another facet of the revitalised Senate . For instance , when Chitral , in Pakistan 's remote northern corner , faced flooding , dislocation and homelessness , the Senate acted promptly by despatching relief goods through a 3-person delegation of Senators who went to Chitral . Or when the great national hero , Abdul Sattar Edhi passed away , the Senate donated 4 ambulances ( for each unit of the federation ) to the Edhi Foundation to pay tribute to this icon of humanitarianism .","Proactive to react to problems of the people is another facet of the revitalized Senate. When Chitral was exposed to floods, transfers and homelessness in the remote northern corner of Pakistan, the Senate immediately acted by a three -member delegation of senators who were chitral. Or when the great national hero, Abdul Sattar Eathi, died, the Senate donated 4 ambulances (for every unity of the Federation) of the Edhi Foundation to pay tribute to this icon of humanitarianism.",0,707,@@13721123,homeless,pk,0.9492362,True
"Surprisingly , we failed to find a specific disabled bay and noticed there was an absence of lined bays .","Surprisingly, we did not find a certain disabled bay and found that there were no felished bays.",0,1935,@@1600880,disabled,ie,0.8541656,True
"A refugee is that boy . A refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .","A refugee is this boy. A refugee is a person with a story, life, a family, achievements, difficulties, hopes and the desire for security and belonging.",1,2316,@@14172407,refugee,hk,0.9831419,True
"The couple , along with many other migrant farmers from neighbouring Chhattisgarh , have been coming to Deogaon village during this part of the year for over two decades to take up vegetable cultivation on the river bank .","The couple, together with many other migrant farmers from neighboring ChhattiSkarh, have been in the village of Deogaon for over two decades to use the cultivation of vegetable cultivation on the river bank.",0,6544,@@8926828,migrant,in,0.8871193,True
Whew . Glad we found something to deflect from the refugees in Germany attacking women on NYE. @@7039594 <h> 24th World Book Fair opens with China as guest country,Phew. I am glad that we have found something that we were able to distract from the refugees in Germany that attack women on Nye. @@ 7039594 <H> 24. World Book fair begins with China as a host country,0,3275,@@7039594,refugee,us,0.94997907,True
Three of the attacks were carried out by recent migrants .,Three of the attacks were carried out by youngest migrants.,0,6930,@@13505079,migrant,gb,0.8783839,True
"Nilufa Begum was an employee on a fifth floor establishment . When the plaza crumbled down she lay under the debris for nine hours , a leg buried under a pillar before she was finally rescued . Her leg has since become disabled .","Nilufa Begum was an employee in a house on the fifth floor. When the Plaza broke down, it was under the rubble for nine hours, a leg that was buried under a pillar before it was finally saved. Your leg has been disabled since then.",0,7534,@@8436906,disabled,bd,0.93521184,True
""" The floods have affected some of the most vulnerable -- migrant workers , farmers and children . The devastation in Mizoram is immense . The people who live along the river banks are mostly refugees and live in abject poverty , "" said World Vision India 's Director of Disaster Management Kunal Shah .","""The floods have some of the most at risk - migrant workers, farmers and children. The devastation in Mizoram is immense.",0,7362,@@19830211,refugee,pk,0.8468146,True
"Currently , what 's left to the Palestinian people is nothing more than the tiny territory of Gaza Strip , which is a de facto prison of Palestinian refugees , as well as the scattered and isolated villages and cities of the West Bank .","At the moment, what is left of the Palestinian people is nothing more than the tiny area of ​​the Gaza Strip, a De -Facto prison Palestinian refugees as well as the scattered and remote villages and cities in the West Bank.",0,45,@@4002879,refugee,us,0.9703239,True
"The US military has been asked to get ready to house up to 20,000 immigrant children , US officials said on Thursday .","The US military was asked to prepare for up to 20,000 children with a migration background, said US officials on Thursday.",0,6029,@@25276882,migrant,pk,0.859085,True
"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .","According to Betty-Ann Blaine, managing director of Hear the Children's Cry, deterioration in family life; Instability/relocation of households; paralyzing levels of poverty; Lack of adequate social support systems and heartbreaking level of hopelessness are key factors that lead to children who run out of the houses.",1,9584,@@4553109,hopeless,jm,0.96225995,True
John Cena has broken the celebrity philanthropy record at the Make A Wish Foundation officially giving 500 wishes to children in need !,"John Cena broke the celebrity record of philanthropy on the make a wish foundation, which enables children in need 500 wishes!",1,8745,@@20606258,in-need,au,0.97459817,True
""" The charge here is that they TEPCO basically did n't comply with their own corporate recommendations about the protective measures along the coast and that made the plant vulnerable to the tsunami , "" Mr Cleveland said .",""" The charge here is that they TEPCO basically did n't comply with their own corporate recommendations about the protective measures along the coast and that made the plant vulnerable to the tsunami , "" Mr Cleveland said .",0,4290,@@19234716,vulnerable,au,0.7467325,False
"By learning a skill , and then passing it on to others , Otoyo is not only changing the narrative around disabled people , his work of knitting has also helped him to overcome the trauma of a decade spent fighting under one of the world 's most brutal rebel groups .","By learning an ability and then Otoyo not only changes the narrative with disabled people, but also his knitting has also helped him to overcome the trauma of a decade that fought it under one of the most brutal rebel groups in the world.",1,7462,@@16035037,disabled,ng,0.96730685,True
Von der Leyen sparked controversy within her own Christian Democratic party recently when she suggested that EU citizens could in certain cases take over armed roles in the German military . The defense minister also advocates greater diversity in the German military and moves to recruit more immigrants .,A controversy within her own Christian Democratic Party recently triggered from the Leyen when she suggested that EU citizens could take over the armed roles in the German military in certain cases. The Defense Minister also supports a greater variety in the German military and moves to recruit more immigrants.,0,3463,@@13481999,immigrant,pk,0.90837634,True
""" The ANC calls on the Myanmar government to immediately put a halt to the refugee crisis by allowing the Rohingya people who have fled , to return to their places of birth . ""","""The ANC calls on the government in Myanmar to stop the refugee crisis immediately by allowing the braided people of Rohingya to return to their birthplaces.""",0,2625,@@21127381,refugee,za,0.9530553,True
""" Some of these Irish immigrants were as young as 14 or 15 . Many had never been on a bus or a train . They wore old-fashioned clothes , and when they opened their mouths in Britain nobody could understand them , they were so different from the slick , urbanized British they came into contact with , "" he told the Irish Independent .","""Some of these Irish immigrants were up to 14 or 15 years old. Many have never been on a bus or train. They wore old -fashioned clothes, and when they opened their mouths in the UK, nobody could understand them.",0,1722,@@1639013,immigrant,ie,0.92800087,True
"Mr. Jalil is in exile for last two years in UK with his family while his disabled mother , sister and other relatives are living in Karachi whom he is unable to meet due to establishment oppression .","Mr. Jalil has been in exile in Great Britain in the past two years in Great Britain, while his disabled mother, sister and other relatives live in Karachi, which he cannot hit due to the oppression of the facility.",0,6515,@@19095367,disabled,pk,0.9500549,True
""" And then there is the way people look at you . It 's complicated , even within our own families . Some reject us because we 're disabled , "" she says .","""And then there is the way people look at you. It is complicated, even in our own families. Some reject us because we are disabled,"" she says.",0,3426,@@24884494,disabled,ke,0.9956933,True
""" Interventions that prevent homelessness for families and pregnant women can be extremely effective , and with data on the housing status of our patients , we can better advocate for more resources to drive innovations in addressing housing instability , "" the researchers noted .","""Interventions that prevent homelessness for families and pregnant women can be extremely effective, and with data on the housing status of our patients we can better use for more resources to drive innovations in combating residential building stability,"" said the researchers.",0,6177,@@30081345,homeless,in,0.9414281,True
"By AGENCE FRANCE PRESSE , Brussels , Belgium , Aug 5 -- Fears are mounting in the European Union that its months-old pact with Turkey to curb migrant flows could collapse as a rift deepens over Ankara 's crackdown following a failed coup .","Through Agence France Press, Brussels, Belgium, 5th August, in the European Union that his monthly pact with Turkey, migrant currents could collapse, could collapse if a crack over Ankara's approach after a failed coup.",0,64,@@13699547,migrant,ke,0.83347887,True
"When asked to comment on reports that the US Trump administration plans to halt refugee admission to the country , Woodhouse said that the current pressure of the situation was already "" overwhelming . ""","When Woodhouse was asked whether the US Trump administration is intended to stop entering the country of the refugee into the country, the current pressure of the situation was already ""overwhelming"".",0,7533,@@16592813,refugee,my,0.9325918,True
They claim there is little evidence to support the perception that immigrants steal jobs from Kiwis .,They claim that there is little evidence to support the perception that immigrants steal work from Kiwis.,0,4470,@@16640356,migrant,nz,0.97985125,True
"On the level of education of immigrants in the US , the report produced by Bloomberg 's Justin Fox named India , which has over 2.1 million immigrants in the US as highly educated , having at least a bachelor 's degree .","At the training of immigrants in the USA, Bloomberg's report was created Justin Fox called India, who has trained over 2.1 million immigrants in the USA and has at least a bachelor's degree.",0,3936,@@24719366,immigrant,gh,0.8495665,True
Sri Lanka among most vulnerable economies that strengthens dollar,Sri Lanka among most endangered economies that strengthen the dollar,0,235,@@25375446,vulnerable,lk,0.8929163,True
"This is especially true for those who are most vulnerable -- the elderly , the young and those with disabilities . "" Decrease of health issues/problems within a population is directly and indirectly influenced by access to a safe , clean and secure home , "" he explained . Dr. Gandhi also answered questions about types of diseases which can occur when a natural disaster takes place and how secure housing can minimize those effects .","This applies in particular to those who are most susceptible - older people, boys and people with disabilities. ""The reduction in health problems/problems within a population is influenced directly and indirectly by access to a safe, clean and safe home,"" he said. Dr. Gandhi also answered questions about the types of diseases that can occur when a natural disaster takes place and how safe apartments can minimize these effects.",0,7537,@@22386211,vulnerable,gh,0.92316484,True
The memo said that refugee processing centres abroad would not be able to request new SAOs for refugees until there was further guidance from government .,The memo states that refugee processing centers abroad would only be able to apply for new Saos for refugees if the government gave further instructions.,0,5464,@@21285883,refugee,ng,0.89260423,True
"Mangkhut has gathered strength since it struck the US Pacific territories of Guam and the Northern Mariana islands overnight on Monday , tearing down trees and power lines and leaving hundreds of people homeless .","Mangkhut has collected strength on Monday since the goal of the US Pacific areas of Guam and the northern Mariana Islands, torn trees and power lines and left hundreds of people homeless.",0,2783,@@40030779,homeless,sg,0.9246941,True
"In 1953 , UNICEF launched its first efforts to improve access to water , sanitation and hygiene for children and families in need , and it has expanded that work with many partners over time . Between 1990 and 2015 , 2.6 billion people gained access to improved drinking water sources and 2.1 billion gained access to improved sanitation facilities .","In 1953, Unicef ​​started his first effort to improve access to water, hygiene and hygiene for needy children and families, and has expanded this work with many partners over time. Between 1990 and 2015, 2.6 billion people received access to improved drinking water sources and 2.1 billion access to improved sanitary facilities.",0,4205,@@15811146,in-need,gb,0.9701664,True
"Hours earlier , he met Mexican President Enrique Pena Nieto but said they had not discussed financing the wall . The President later insisted he had told Trump , Mexico would not pay . There had been speculation that the Republican candidate would back off his plan to deport the estimated 11 million undocumented immigrants living in the US . <h> Local News","Hours earlier, he met the Mexican President Enrique Pena Nieto, but said they had not spoken about the financing of the wall. The president later insisted that he had said Trump that Mexico would not pay. There was speculation that the Republican candidate would withdraw his plan to deport the estimated 11 million undocumented immigrants in the United States. <h> Local news",0,992,@@14137551,immigrant,lk,0.98558784,True
"The New York attorney general 's office , Catholic Charities and ICE have urged immigrants to contact them about such shakedowns . And the attorney general issued an alert last week warning people not to fall for such scams .","The office of the New York Attorney General, Catholic charity organizations and ice cream have asked immigrants to contact them through such shakedowns. And the Attorney General published a notification last week and warned people not to fall into such fraud.",0,1846,@@17329247,migrant,sg,0.923783,True
He appealed to Camfed Campaign for Female Education ( CAMFED ) to continue supporting vulnerable girls and boys from poor families in Gairo District because there are many children in need of support .,He appealed to the Camfed campaign for female education (camfed) to support further endangered girls and boys from poor families in the Gairo district because many children need support.,0,2499,@@1876034,poor-families,tz,0.9599729,True
"But Emil S ? nze , a local representative of the far-right , anti-immigrant party Alternative for Germany blamed the outcry on "" stupidity "" by the organisers , who had "" given a stage to a despot who spends his time humiliating Germans "" .","But Emil S? NZE, a local representative of the right-wing extremist, alternatively of the anti-immigrant party for Germany, blamed the outcry of the ""stupidity"" of the organizers, ""spends a despot that spend his time humiliating"".",0,6215,@@26288526,migrant,bd,0.95059955,True
You can even log on to Netflix and watch Martin Sheen make his own progress along it in the recent film The Way if in need of a jolt of inspiration .,You can even register with Netflix and see Martin Sheen in the latest film on the way when it needs an inspiration.,0,4403,@@2483958,in-need,ca,0.8887217,True
"Since PSID is working this year with the National Council with Disability Affairs , most of the students did their research interviewing disabled and elderly persons and their teachers , doctors and caregivers .","Since PSID is working with the national council with disabled people this year, most students have hindered their research interviews and conducted older people as well as their teachers, doctors and supervisors.",0,4630,@@1163605,disabled,ph,0.8857161,True
Cronje said there are four successful franchising industries that women are dominating in .,Cronje said there are four successful franchising sectors where women dominate.,0,6197,@@19950521,women,za,0.94726694,True
"The downpour which started at about 5:30 pmon Friday lasted for about one and half hours , rendered thousands of residents homeless .","The downpour, which started around 5:30 p.m. on Friday, took about an hour and a half and made thousands of residents homeless.",0,3840,@@24733851,homeless,ng,0.90789366,True
"She was born Charlotte Rae Lubotsky on April 22 , 1926 , in Milwaukee , the daughter of Russian immigrants . She dropped her last name for show business . After college , she worked in Chicago on TV and radio before moving to New York City , where she developed a nightclub act and broke into Broadway .","She was born on April 22, 1926 in Milwaukee, the daughter of Russian immigrants, when Charlotte Rae Lubotsky. She dropped her last name for the show business. After college, she worked on TV and on the radio in Chicago before moving to New York City, where she developed a nightclub -act and broke into Broadway.",0,6881,@@26001593,migrant,sg,0.9731589,True
"As a result , Anderson quit her job and is now trying to change the law to include all lactating women . "" It does n't matter whether or not you now have a baby to hold , "" she said . "" I was a lactating woman with physical needs . ""","As a result, Anderson announced her job and is now trying to change the law to include all breastfeeding women. ""It doesn't matter whether you have a baby or not now,"" she said. ""I was a breastfeeding woman with physical needs.""",0,1903,@@3872069,women,ca,0.854005,True
"Two hundred locals and new immigrants pitched in to make pots of the sweetened rice dish at the eighth annual Pongal Festival , held this year at an open field in Pending Road .","Two hundred locals and new immigrants made pots from the sweetened rice dish at the eighth annual Pongal Festival, which this year took place in an open field in the upcoming street.",0,4897,@@2968929,immigrant,sg,0.94257456,True
"New RBI data on India 's Balance of Payments ( BoP ) for 2017-18 show current account deficit ( CAD ) at $48.72 bn , the highest since the record $88.16 bn of 2012-13 . With CAD expected to widen to $75 bn during this fiscal , how vulnerable is the overall BoP position today ?","New RBI data on the payment balance (BOP) India for 2017-18 show the performance account deficit (CAD) at $ 48.72 billion, the highest since the record of USD 88.16 from 2012-13. How vulnerable is the entire BOP position today when CAD is expected to expand to $ 75 billion?",0,5591,@@25208552,vulnerable,in,0.9561808,True
I am not one of those mothers . I had no idea my iPhone came equipped with an emoji keyboard . I 'm even hopeless when I try to text emoticons. : - (,I am not one of these mothers. I had no idea that my iPhone was equipped with an emoji keyboard. I am even hopeless when I try to write emoticons. : - (((,0,6723,@@3460693,hopeless,za,0.9765579,True
"Weakening and division of Syrian state means an even greater potential for the Levant to become a breeding ground for militancy and protracted violence . Studies have always proved that small states are more vulnerable to terrorism and militancy . Creating new microstates would only threaten fragile lives with even greater uncertainty , instability and fear .","Weakening and distribution of the Syrian state means an even greater potential for the Levant to become a breeding site for militance and lengthy violence. Studies have always proven that small countries are more susceptible to terrorism and militancy. The creation of new microstattons would only threaten fragile life with even greater uncertainty, instability and fear.",0,6511,@@18702985,vulnerable,pk,0.9284332,True
"It found the hospital was "" an unsatisfactory facility that is badly in need of refurbishing "" and was "" not conducive to establishing a different and safe contemporary model of care "" .","It found that the hospital was ""an unsatisfactory facility that urgently needs to be renovated"" and ""was not beneficial for the construction of another and safe contemporary supply model"".",0,260,@@7532951,in-need,au,0.8647817,True
"Wide Eyed and Ignorant is a pop album ; taking into account the fact that A House are advocates of the distictively off-kilter , shambolic , hopelessly romantic school of pop founded by The Go Betweens way back when <h> Crooked Rain Crooked Rain <h> MARTIN STEPHENSON <h> The Acoustic Sessions <h> ON THE BRIGHT SIDE OF THE ROAD","Wide Eyed and Ignorant is a pop album; Taking into account the fact that a house advocates of the district off-kilter, pubic, hopelessly romantic school of pop, which were founded in front of it, when the crooked rain smelled rain <h> Martin Stephenson <h> The acoustic sessions <h> On the bright side of the street of the street of the street of the street, is the bright side of the street of the street.",0,4605,@@19071083,hopeless,ie,0.9345845,True
"The manifesto also repeated promises to limit immigration , and pledged to double the charge on companies employing migrant workers , using the money to invest in skills .","The manifesto also repeated the promises to limit immigration, and promised to double the indictment for companies, employ migrant workers, whereby the money was used to invest in skills.",0,5660,@@18510603,migrant,ke,0.94184995,True
"In Rakhine , meanwhile , the security situation means that access to populations in need of help is severely restricted .","In Rakhine, the security situation means that access to population groups that need help is severely restricted.",0,1829,@@20261279,in-need,bd,0.97319293,True
Signed the Ethical Care Charter to ensure good basic levels of Care and support for our elderly and vulnerable,Signed the ethical nursing harbor to ensure a good fundamental level of care and support for our older and vulnerable people,0,7727,@@7990648,vulnerable,gb,0.76716495,True
"So , why should Germany of all countries offer asylum to an American ? Hochhuth writes that "" more than any other , the German people are obligated to honour the right of asylum because , beginning in 1933 , our elite , without exception from the Mann brothers to Einstein , survived the 12-year Nazi dictatorship purely because other countries , with the US as the greatest example , offered asylum to these refugees . ""","Why should Germany of all countries offer an American asylum? Hochhuth writes: ""More than any other, the German people are obliged to honor asylum law, because from 1933 our elite from 1933, without exception, after Einstein, the 12-year-old Nazi dictatorship only survived with the United States because of other countries who offered these refugees asylum.""",0,2105,@@402299,refugee,gb,0.9741671,True
"On another matter , Lim said poor families facing difficulties during bereavement can look for him if they need help to get coffin for burial .","In another matter, Lim said poor families who are confronted during mourning difficulties can look for him if you need help to get coffin for the funeral.",0,5081,@@20743982,poor-families,my,0.9202155,True
The PMNHP was initiated to provide medical facilities to the people living below the poverty line and the government had announced to bear all expenses of the patient . The federal government empanelled private hospitals for healthcare of the patients and issued cards to the registered poor families for medical treatment .,"The PMNHP was initiated to provide people below the poverty border at medical facilities, and the government had announced that it would bear all the patient's costs. The private hospitals of the federal government for health care for patients and maps for the registered poor families for medical treatment.",0,2737,@@22543664,poor-families,pk,0.9490564,True
"Mr Justice Donal O'Donnell described as "" understated "" a previous High Court finding that Mr Lynch gave "" hopelessly confused and unreliable "" evidence about events that led to a ? 25m loan being issued to buy 86 acres of development land in Waterford .","Mr. Justice Donal O'Donnell described as ""reluctant"" as ""reserved"" that Mr. Lynch ""gave hopelessly confused and unreliable"" evidence of events that led to you? 25m loans are exhibited to buy developing country in Waterford 86 acres.",0,5198,@@2270180,hopeless,ie,0.8285087,True
"Filipino crewman Glenn Alindajao , 31 , said in a news briefing : "" We were almost hopeless , but I am thankful we were able to come home safely . ""","The 31 -year -old Filipino occupation member Glenn Alindajao said in a news of the news: ""We were almost hopeless, but I am grateful that we could get home safely.""",0,1946,@@16397933,hopeless,sg,0.90672225,True
"Most people around the world live in cities for work , but all too often these places leave people feeling trapped , unable to live life on their own terms and disconnected from their communities . Traffic ; lack of transport alternatives ; legacy infrastructure ; inadequate stadia and facilities ; restricted education choices ; poor access to health care ; unaffordable housing and time-poor families , are all cited as unattractive contributions to life in big cities .","Most people all over the world live in cities to work, but all too often these places can feel trapped by people, not able to live life on their own conditions and to have separated from their communities. Traffic ; Lack of transport alternatives; Legacy infrastructure; Inadequate stages and facilities; Limited educational decisions; poor access to health care; Unbordable living and temporary families are referred to as unattractive contributions to life in large cities.",1,2166,@@9807531,poor-families,nz,0.96258205,True
Apparently the entirely hopeless pan-democrats in the legislature do nothing but obstruct the government and spend their time blathering on about democracy .,Apparently the completely hopeless Pan democrats in the legislative only do the government and spend their time to rave about democracy.,0,7841,@@15695431,hopeless,hk,0.89621264,True
"Rachid tells Channel 4 News that young Moroccans were not in need of outlets for violent expression , but that Tunisia and Egypt prompted the youth to examine their own authority , with many calling for constitutional reform .","Rachid tells Channel 4 News that young Moroccans did not need any sales outlets for violent expression, but that Tunisia and Egypt prompted the youth to examine their own authority, and many demanded a constitutional reform.",0,3854,@@4026444,in-need,gb,0.9625697,True
No policy to rescue disabled during emergency : Abha Khetarpal,No policy to save disabilities in an emergency: Abha Kharpal,0,3080,@@2761403,disabled,in,0.8451178,True
"Typical response trying to link ' predecessors ' with current thinking . If this was the case then you have to blame all German people for what their ' predecessors ' did in the war and likewise the Japanese etc , . It 's about time that the British National Party was taken for what it now stands for that is standing up for OUR cultures and beliefs against our governments ' forcing us to accept changes to our cultures inorder to benefit immigrant cultures , which they protect .","Typical answer that tries to link ""predecessors"" with current thinking. If this was the case, they must blame all German people for what their ""predecessors"" did in the war and also the Japanese, etc. It is time for the British national party for what it now stands for our cultures and beliefs against the governments that force us to accept changes in our cultures, the manger cultures that protect them.",0,3353,@@4333108,immigrant,ie,0.95768213,True
"In his petition , Pugalenthi had said the scheme should be only for the homeless and not for those who already own houses .","In his petition, Pugalenthi said that the program should only be for homeless people and not for those who already have houses.",0,5786,@@15893468,homeless,in,0.8967688,True
"According to President Kufuor , in spite of the fact that the country enjoyed a period of relative economic stability in the not-too-distant past , which made it an attractive destination for investors , the poor management of the economy , under the Mahama-led National Democratic Congress government , has resulted in a state of hopelessness .","According to President Kufuor, the poor management of the economy under the national democratic congress government led by Mahama led to a state of hopelessness.",0,4967,@@13764374,hopeless,gh,0.91036355,True
"' ' No human being should go through this kind of ordeal . The security agencies and state governments should continue to provide special protection to educational institutions vulnerable to this kind of outrage especially in remote areas , ' ' he said .","'' No one should go through this kind of ordeal. The security authorities and the state governments should continue to offer educational institutions special protection that are susceptible to this type of outrage, especially in remote areas, ”he said.",0,76,@@18327302,vulnerable,za,0.96081346,True
"The letter ended with a call for the bishops to create a church which listens to "" the hungry , the imprisoned , the migrant and the abused "" .","The letter ended with the call of the bishops to create a church that ""hears the hungry, the detained, the migrant and the abused"".",1,2396,@@24703849,migrant,ng,0.9834397,True
"Unfortunately , although "" Citizens "" conveyed the prevailing sense of hopelessness and despair in the land about the possibility of political change through the democratic process , the most outstanding message of the Merdeka video is Liow 's inability to inspire hope and confidence in the future .","Although ""citizens"" have conveyed the predominant feeling of hopelessness and despair in the country about the possibility of political change through the democratic process, the most outstanding message of the Merdeka video is the inability to awaken hope and trust in the future.",0,2402,@@20312433,hopeless,my,0.904919,True
"Universities were required to admit a certain number of "" mixed-heritage "" students ; and special programmes were proposed to provide educational assistance , legal and financial aid and employment counselling to poor families . The law barring "" mixed race "" Koreans from serving in the military was also revised in 2006 .","The universities had to add a certain number of students with mixed animals. Special programs were proposed to provide poor families education, legal and financial assistance and work advice. The law, which served the ""mixed breed"" Korean from the military, was also revised in 2006.",0,4842,@@4577919,poor-families,my,0.82649827,True
It is often a painful and frustrating experience for your visa to be refused . This is even more worrying in immigrant visa cases where the applicant 's plans of permanently settling with their family member in the U.S. or the DV lottery winner 's plans of making a new life in the U.S. takes a hit .,It is often a painful and frustrating experience that your visa is rejected. This is even more worrying in cases of immigrants in which the applicant's plans to make a permanent life with their family member in the USA or the plans of the DV lottery winner with their family member to make a new life in the USA.,1,441,@@14491425,migrant,gh,0.8949002,True
Their poor families having to endure them on the tele . I can only hope they were wise enough to turn it off .,They had to endure their poor families on the phone. I can only hope that they were wise enough to turn it off.,0,4465,@@23820571,poor-families,nz,0.8606183,True
"Hazera Begum still remembers how she had run away from her family in the mid-1970s as an eight-year old . In an attempt to escape from the torment of her stepmother , she initially began her homeless life as a street urchin , @ @","Hazera Begum still remembers how she ran away from her family in the mid -1970s as an eight -year -old. In an attempt to escape her stepmother's agony, she initially began her homeless life as a street smell, @ @",0,6285,@@24827308,homeless,bd,0.9333809,True
